item_id,annotator,sheet,row,field,value,raw
031469489771639f,enrico,Copia di new_ad_populum_Enrico,111,difficulty,3,3
031469489771639f,enrico,Copia di new_ad_populum_Enrico,111,scheme,popular_opinion,YES
031469489771639f,enrico,Copia di new_ad_populum_Enrico,111,verdict,cherry_picking,cherry picking
031469489771639f,base,new_ad_populum,111,starting_label,ad_populum,ad populum
0329a0e963b5bfee,base,Annotazione Dumitru Expert Opin,10,starting_label,appeal_to_authority,appeal to authority
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ1,yes,yes
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ2,yes,yes
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ3,yes,yes
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ3.1,yes,yes
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ4,yes,yes
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,CQ4.1,no,no
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,scheme,expert_opinion,YES
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,uncertainty,CQ1:SUBJ;CQ2:AMB;CQ4.1:SUBJ,CQ1:SUBJ;CQ2:AMB;CQ4.1:SUBJ
0329a0e963b5bfee,dumitru,Annotazione Dumitru Expert Opin,10,verdict,appeal_to_authority,Appeal to Authority
0329a0e963b5bfee,eleni,new_expert_opinion,10,comment,Official source (court ruling),Official source (court ruling)
0329a0e963b5bfee,eleni,new_expert_opinion,10,verdict,appeal_to_authority,appeal to authority
0329a0e963b5bfee,enrico,new_expert_opinion,10,scheme,expert_opinion,YES
0329a0e963b5bfee,enrico,new_expert_opinion,10,verdict,appeal_to_authority,appeal to authority
032a3056b6fee2d2,base,Slippery slope,47,starting_label,slippery_slope,slippery slope
0337cf391b52c014,enrico,Copia di new_ad_populum_Enrico,36,difficulty,3,3
0337cf391b52c014,enrico,Copia di new_ad_populum_Enrico,36,scheme,popular_opinion,YES
0337cf391b52c014,enrico,Copia di new_ad_populum_Enrico,36,verdict,good_argumentation,no fallacy
0337cf391b52c014,enrico,new_ad_populum,36,scheme,popular_opinion,YES
03843f56a861c14b,enrico,ad hominem,22,scheme,ad_hominem,Ad Hominem
03843f56a861c14b,enrico,ad hominem,22,verdict,ad_hominem_guilt_by_association,Guilt by Association
03c4dfada9218eb3,base,Slippery slope,75,starting_label,slippery_slope,slippery slope
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ1,yes,yes
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ2,no,no
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ3,yes,yes
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ3.1,yes,yes
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ4,no,no
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,CQ4.1,yes,yes
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,scheme,expert_opinion,YES
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,uncertainty,CQ1:SUBJ;CQ2:AMB,CQ1:SUBJ;CQ2:AMB
03ccd86482ca17b1,dumitru,Annotazione Dumitru Expert Opin,29,verdict,good_argumentation,Good Argumentation
03ccd86482ca17b1,eleni,new_expert_opinion,39,scheme,expert_opinion,YES
03ccd86482ca17b1,eleni,new_expert_opinion,39,verdict,any_fallacy,YES
03ccd86482ca17b1,enrico,new_expert_opinion,39,comment,non è un'opinione che rispecchia la comunitàdegli esperti / no opionione psicoterapeuti,non è un'opinione che rispecchia la comunitàdegli esperti / no opionione psicoterapeuti
03ccd86482ca17b1,enrico,new_expert_opinion,39,exit_cq,CQ1,CQ1
03ccd86482ca17b1,enrico,new_expert_opinion,39,scheme,expert_opinion,YES
03ccd86482ca17b1,enrico,new_expert_opinion,39,verdict,irrelevant_authority,false authority
04a250e81e408ad2,enrico,Copia di new_ad_populum_Enrico,42,comment,?,?
04a250e81e408ad2,enrico,Copia di new_ad_populum_Enrico,42,difficulty,3,3
04a250e81e408ad2,enrico,Copia di new_ad_populum_Enrico,42,scheme,popular_opinion,YES
04a250e81e408ad2,enrico,Copia di new_ad_populum_Enrico,42,verdict,good_argumentation,no fallacy
04a250e81e408ad2,enrico,new_ad_populum,42,scheme,popular_opinion,YES
04d1dc9b3f390d60,enrico,Copia di hasty_generalization_E,85,scheme,none,none
04d1dc9b3f390d60,enrico,Copia di hasty_generalization_E,85,verdict,hasty_generalization,hasty generalization
04d1dc9b3f390d60,base,hasty_generalization,85,starting_label,hasty_generalization,Hasty Generalization
04e91eb615480976,enrico,Copia di cause_to_effect_Enrico,46,difficulty,2,2
04e91eb615480976,enrico,Copia di cause_to_effect_Enrico,46,scheme,cause_to_effect,Cause to effect
04e91eb615480976,enrico,Copia di cause_to_effect_Enrico,46,verdict,cherry_picking,Cherry picking
04e91eb615480976,enrico,cause_to_effect,46,scheme,cause_to_effect,YES
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,CQ1,no,no
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,CQ1.1,no,no
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,CQ2,yes,yes
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,CQ3,yes,yes
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,CQ4,no,no
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,scheme,analogy,YES
05d8593899f1ff14,dumitru,Annotazione Dumitru Analogy,7,verdict,good_argumentation,Good Argumentation
05d8593899f1ff14,eleni,new_analogy,25,comment,Comparing health certificates,Comparing health certificates
05d8593899f1ff14,eleni,new_analogy,25,scheme,analogy,YES
05d8593899f1ff14,eleni,new_analogy,25,verdict,good_argumentation,NO
05d8593899f1ff14,enrico,new_analogy,25,comment,appartenere a uno stato non è come accettare un contratto per un servizio come il volo,appartenere a uno stato non è come accettare un contratto per un servizio come il volo
05d8593899f1ff14,enrico,new_analogy,25,scheme,analogy,YES
05d8593899f1ff14,enrico,new_analogy,25,verdict,weak_analogy,weak analogy
068b7758fa5565b8,base,Annotazione Dumitru Expert Opin,113,starting_label,strawman,straw man
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ1,yes,yes
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ2,no,no
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ3,no,no
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ3.1,yes,yes
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ4,yes,yes
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,CQ4.1,yes,yes
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,scheme,expert_opinion,YES
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,uncertainty,CQ1:AMB;CQ2:AMB;CQ3:AMB;CQ4.1:AMB,CQ1:AMB;CQ2:AMB;CQ3:AMB;CQ4.1:AMB
068b7758fa5565b8,dumitru,Annotazione Dumitru Expert Opin,113,verdict,strawman,Strawman
068b7758fa5565b8,eleni,new_expert_opinion,113,verdict,strawman,straw man
068b7758fa5565b8,enrico,new_expert_opinion,113,comment,forse altra fallacia?,forse altra fallacia?
068b7758fa5565b8,enrico,new_expert_opinion,113,scheme,none,NO
068b7758fa5565b8,enrico,new_expert_opinion,113,verdict,strawman,straw man
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,CQ1,yes,yes
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,CQ1.1,no,no
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,CQ2,yes,yes
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,CQ3,yes,yes
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,CQ4,yes,yes
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,scheme,analogy,YES
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,uncertainty,CQ1:SUBJ;CQ4:SUBJ,CQ1:SUBJ;CQ4:SUBJ
06e1febc4bd8435e,dumitru,Annotazione Dumitru Analogy,46,verdict,weak_analogy,Weak Analogy
06e1febc4bd8435e,eleni,new_analogy,46,scheme,analogy,YES
06e1febc4bd8435e,eleni,new_analogy,46,verdict,any_fallacy,YES
06e1febc4bd8435e,enrico,new_analogy,46,comment,mi sembra una giusta analogia,mi sembra una giusta analogia
06e1febc4bd8435e,enrico,new_analogy,46,scheme,analogy,YES
06e1febc4bd8435e,enrico,new_analogy,46,verdict,good_argumentation,no
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,CQ1,yes,yes
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,CQ1.1,no,no
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,CQ2,yes,yes
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,CQ3,yes,yes
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,CQ4,yes,yes
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,scheme,analogy,YES
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,uncertainty,CQ1:SUBJ;CQ4:DIFF,CQ1:SUBJ;CQ4:DIFF
06e4c875ba2ad6bc,dumitru,Annotazione Dumitru Analogy,65,verdict,weak_analogy,Weak Analogy
06e4c875ba2ad6bc,eleni,new_analogy,72,scheme,analogy,YES
06e4c875ba2ad6bc,eleni,new_analogy,72,verdict,any_fallacy,YES
06e4c875ba2ad6bc,enrico,new_analogy,72,scheme,analogy,YES
06e4c875ba2ad6bc,enrico,new_analogy,72,verdict,weak_analogy,weak analogy
071a128d7ff8b7a4,enrico,Copia di new_ad_populum_Enrico,117,difficulty,1,1
071a128d7ff8b7a4,enrico,Copia di new_ad_populum_Enrico,117,scheme,popular_opinion,YES
071a128d7ff8b7a4,enrico,Copia di new_ad_populum_Enrico,117,verdict,ad_populum,ad populum
071a128d7ff8b7a4,base,new_ad_populum,117,starting_label,ad_populum,ad populum
0777b2bf4a11d8ca,base,Annotazione Dumitru Expert Opin,112,starting_label,strawman,straw man
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ1,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ2,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ3,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ3.1,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ4,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,CQ4.1,na,na
0777b2bf4a11d8ca,dumitru,Annotazione Dumitru Expert Opin,112,scheme,none,NO
0777b2bf4a11d8ca,eleni,new_expert_opinion,112,verdict,strawman,straw man
0777b2bf4a11d8ca,enrico,new_expert_opinion,112,comment,forse altra fallacia?,forse altra fallacia?
0777b2bf4a11d8ca,enrico,new_expert_opinion,112,scheme,none,NO
0777b2bf4a11d8ca,enrico,new_expert_opinion,112,verdict,strawman,straw man
0777b2bf4a11d8ca,unknown,new_expert_opinion,112,doubt,s,s
07870c60f29ce3a4,base,Slippery slope,97,starting_label,slippery_slope,slippery slope
07e200e13ec112f7,enrico,Copia di hasty_generalization_E,41,scheme,example,Example
07e200e13ec112f7,enrico,Copia di hasty_generalization_E,41,verdict,hasty_generalization,hasty generalization
07e200e13ec112f7,base,hasty_generalization,41,starting_label,hasty_generalization,hasty generalization
08333acd5ea38add,enrico,ad hominem,61,scheme,ad_hominem,Ad Hominem
08333acd5ea38add,enrico,ad hominem,61,verdict,ad_hominem_abusive,Abusive
089fa7996d635980,base,Annotazione Dumitru Expert Opin,117,starting_label,strawman,straw man
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ1,yes,yes
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ2,no,no
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ3,no,no
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ3.1,yes,yes
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ4,yes,yes
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,CQ4.1,yes,yes
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,scheme,expert_opinion,YES
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,uncertainty,CQ1:AMB;CQ2:AMB;CQ4.1:AMB,CQ1:AMB;CQ2:AMB;CQ4.1:AMB
089fa7996d635980,dumitru,Annotazione Dumitru Expert Opin,117,verdict,strawman,Strawman
089fa7996d635980,eleni,new_expert_opinion,117,verdict,strawman,straw man
089fa7996d635980,enrico,new_expert_opinion,117,scheme,none,NO
089fa7996d635980,enrico,new_expert_opinion,117,verdict,strawman,straw man
08a6d7916bdae763,base,Annotazione Dumitru Expert Opin,8,starting_label,appeal_to_authority,appeal to authority
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ1,yes,yes
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ2,yes,yes
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ3,yes,yes
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ3.1,yes,yes
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ4,no,no
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,CQ4.1,yes,yes
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,scheme,expert_opinion,YES
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,uncertainty,CQ2:AMB,CQ2:AMB
08a6d7916bdae763,dumitru,Annotazione Dumitru Expert Opin,8,verdict,appeal_to_authority,Appeal to Authority
08a6d7916bdae763,eleni,new_expert_opinion,8,verdict,appeal_to_authority,appeal to authority
08a6d7916bdae763,enrico,new_expert_opinion,8,comment,conclusione non data,conclusione non data
08a6d7916bdae763,enrico,new_expert_opinion,8,scheme,expert_opinion,YES
08a6d7916bdae763,enrico,new_expert_opinion,8,verdict,appeal_to_authority,appeal to authority
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ1,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ2,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ3,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ3.1,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ4,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,CQ4.1,na,na
097a831e0583649d,dumitru,Annotazione Dumitru Expert Opin,74,scheme,none,NO
097a831e0583649d,eleni,new_expert_opinion,74,scheme,expert_opinion,YES
097a831e0583649d,eleni,new_expert_opinion,74,verdict,any_fallacy,YES
097a831e0583649d,enrico,new_expert_opinion,74,comment,chi è l'esperto?,chi è l'esperto?
097a831e0583649d,enrico,new_expert_opinion,74,scheme,expert_opinion,YES
097a831e0583649d,enrico,new_expert_opinion,74,verdict,idk,?
097a831e0583649d,unknown,new_expert_opinion,74,doubt,f,f
098183b571547960,enrico,Copia di new_ad_populum_Enrico,15,difficulty,2,2
098183b571547960,enrico,Copia di new_ad_populum_Enrico,15,scheme,popular_opinion,YES
098183b571547960,enrico,Copia di new_ad_populum_Enrico,15,verdict,ad_populum,ad populum
098183b571547960,enrico,new_ad_populum,15,scheme,popular_opinion,YES
09aebb1ee1b9cca0,enrico,Copia di example_final_Enrico,43,comment,basato però su conoscenze personali,basato però su conoscenze personali
09aebb1ee1b9cca0,enrico,Copia di example_final_Enrico,43,difficulty,4,4
09aebb1ee1b9cca0,enrico,Copia di example_final_Enrico,43,scheme,example,YES
09aebb1ee1b9cca0,enrico,Copia di example_final_Enrico,43,verdict,good_argumentation,no fallacy
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ1,yes,yes
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ2,yes,yes
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ3,yes,yes
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ3.1,yes,yes
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ4,yes,yes
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,CQ4.1,no,no
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,scheme,expert_opinion,YES
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,uncertainty,CQ1:SUBJ;CQ2:AMB;CQ4:AMB,CQ1:SUBJ;CQ2:AMB;CQ4:AMB
09b36938ed1c50fc,dumitru,Annotazione Dumitru Expert Opin,78,verdict,appeal_to_authority,Appeal to Authority
09b36938ed1c50fc,eleni,new_expert_opinion,65,scheme,expert_opinion,YES
09b36938ed1c50fc,eleni,new_expert_opinion,65,verdict,good_argumentation,NO
09b36938ed1c50fc,enrico,new_expert_opinion,65,comment,ok ma allora l'eutanasia? non tutti i diritti sono tali perché ci sono anche nella dichiarazione universale,ok ma allora l'eutanasia? non tutti i diritti sono tali perché ci sono anche nella dichiarazione universale
09b36938ed1c50fc,enrico,new_expert_opinion,65,exit_cq,CQ1,CQ1
09b36938ed1c50fc,enrico,new_expert_opinion,65,scheme,expert_opinion,YES
09b36938ed1c50fc,enrico,new_expert_opinion,65,verdict,irrelevant_authority,false authority
09ed716ce1611683,enrico,Copia di example_final_Enrico,6,comment,non capisco,non capisco
09ed716ce1611683,enrico,Copia di example_final_Enrico,6,scheme,example,YES
09ed716ce1611683,enrico,Copia di example_final_Enrico,6,verdict,idk,?
09f7fc9646b96d10,enrico,ad hominem,83,scheme,ad_hominem,Ad Hominem
09f7fc9646b96d10,enrico,ad hominem,83,verdict,poisoning_the_well,Poisoning the Well
0a1d426d4111bed5,enrico,Copia di new_ad_populum_Enrico,26,difficulty,2,2
0a1d426d4111bed5,enrico,Copia di new_ad_populum_Enrico,26,scheme,popular_opinion,YES
0a1d426d4111bed5,enrico,Copia di new_ad_populum_Enrico,26,verdict,ad_populum,ad populum
0a1d426d4111bed5,enrico,new_ad_populum,26,scheme,popular_opinion,YES
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,CQ1,yes,yes
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,CQ1.1,no,no
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,CQ2,yes,yes
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,CQ3,yes,yes
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,CQ4,no,no
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,scheme,analogy,YES
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,uncertainty,CQ1:DIFF,CQ1:DIFF
0a3460941fca3014,dumitru,Annotazione Dumitru Analogy,39,verdict,weak_analogy,Weak Analogy
0a3460941fca3014,eleni,new_analogy,54,scheme,analogy,YES
0a3460941fca3014,eleni,new_analogy,54,verdict,any_fallacy,YES
0a3460941fca3014,enrico,new_analogy,54,scheme,analogy,YES
0a3460941fca3014,enrico,new_analogy,54,verdict,weak_analogy,weak analogy
0a397f18e9b22f2f,enrico,Copia di new_ad_populum_Enrico,3,difficulty,2,2
0a397f18e9b22f2f,enrico,Copia di new_ad_populum_Enrico,3,scheme,popular_opinion,YES
0a397f18e9b22f2f,enrico,Copia di new_ad_populum_Enrico,3,verdict,ad_populum,ad populum
0a397f18e9b22f2f,enrico,new_ad_populum,3,scheme,popular_opinion,YES
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ1,yes,yes
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ2,no,no
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ3,yes,yes
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ3.1,yes,yes
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ4,yes,yes
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,CQ4.1,yes,yes
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,scheme,expert_opinion,YES
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,uncertainty,CQ1:AMB;CQ4:AMB,CQ1:AMB;CQ4:AMB
0a86f2a3101940aa,dumitru,Annotazione Dumitru Expert Opin,57,verdict,good_argumentation,Good Argumentation
0a86f2a3101940aa,eleni,new_expert_opinion,57,scheme,expert_opinion,YES
0a86f2a3101940aa,eleni,new_expert_opinion,57,verdict,good_argumentation,NO
0a86f2a3101940aa,enrico,new_expert_opinion,57,scheme,expert_opinion,YES
0a86f2a3101940aa,enrico,new_expert_opinion,57,verdict,good_argumentation,no
0abf131739d31684,enrico,ad hominem,7,scheme,ad_hominem,Ad Hominem
0abf131739d31684,enrico,ad hominem,7,verdict,ad_hominem_abusive,Abusive
0ad10f5a5c3b23ff,enrico,ad hominem,10,scheme,ad_hominem,Ad Hominem
0ad10f5a5c3b23ff,enrico,ad hominem,10,verdict,ad_hominem_tu_quoque,Tu Quoque
0ae615d527c68bc4,enrico,Copia di cause_to_effect_Enrico,48,comment,non vedo lo schema,non vedo lo schema
0ae615d527c68bc4,enrico,Copia di cause_to_effect_Enrico,48,scheme,cause_to_effect,Cause to effect
0ae615d527c68bc4,enrico,Copia di cause_to_effect_Enrico,48,verdict,idk,?
0ae615d527c68bc4,enrico,cause_to_effect,48,scheme,cause_to_effect,YES
0b26101c2f5d9d4c,enrico,Copia di hasty_generalization_E,20,scheme,none,none
0b26101c2f5d9d4c,enrico,Copia di hasty_generalization_E,20,verdict,hasty_generalization,hasty generalization
0b26101c2f5d9d4c,base,hasty_generalization,20,starting_label,hasty_generalization,hasty generalization
0b94a777eb50a417,base,Annotazione Dumitru Expert Opin,15,starting_label,appeal_to_authority,appeal to authority
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ1,no,no
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ2,no,no
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ3,yes,yes
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ3.1,yes,yes
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ4,no,no
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,CQ4.1,no,no
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,scheme,expert_opinion,YES
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,uncertainty,CQ1:AMB,CQ1:AMB
0b94a777eb50a417,dumitru,Annotazione Dumitru Expert Opin,15,verdict,irrelevant_authority,Irrelevant Authority
0b94a777eb50a417,eleni,new_expert_opinion,15,verdict,appeal_to_authority,appeal to authority
0b94a777eb50a417,enrico,new_expert_opinion,15,comment,sembra più un ad hominem ad fidentia,sembra più un ad hominem ad fidentia
0b94a777eb50a417,enrico,new_expert_opinion,15,scheme,none,NO
0b94a777eb50a417,enrico,new_expert_opinion,15,verdict,appeal_to_authority,appeal to authority
0c0d47fdc4f7b749,base,Annotazione Dumitru Expert Opin,103,starting_label,appeal_to_authority,appeal to authority
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ1,no,no
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ2,yes,yes
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ3,yes,yes
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ3.1,yes,yes
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ4,no,no
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,CQ4.1,yes,yes
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,scheme,expert_opinion,YES
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,uncertainty,CQ1:AMB,CQ1:AMB
0c0d47fdc4f7b749,dumitru,Annotazione Dumitru Expert Opin,103,verdict,irrelevant_authority,Irrelevant Authority
0c0d47fdc4f7b749,eleni,new_expert_opinion,103,verdict,appeal_to_authority,appeal to authority
0c0d47fdc4f7b749,enrico,new_expert_opinion,103,scheme,expert_opinion,YES
0c0d47fdc4f7b749,enrico,new_expert_opinion,103,verdict,appeal_to_authority,appeal to authority
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,CQ1,yes,yes
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,CQ1.1,no,no
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,CQ2,yes,yes
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,CQ3,yes,yes
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,CQ4,no,no
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,scheme,analogy,YES
0c40a9c757d22347,dumitru,Annotazione Dumitru Analogy,74,uncertainty,CQ1:SUBJ,CQ1:SUBJ
